0.166	0.21
0.167	0.22
0.168	0.22
0.169	0.22
0.17	0.22
0.171	0.22
0.172	0.22
0.173	0.22
0.174	0.22
0.175	0.23
0.176	0.23
0.177	0.23
0.178	0.23
0.179	0.23
0.18	0.23
0.181	0.23
0.182	0.24
0.183	0.24
0.184	0.24
0.185	0.24
0.186	0.24
0.187	0.24
0.188	0.24
0.189	0.24
0.19	0.25
0.191	0.25
0.192	0.25
0.193	0.25
0.194	0.25
0.195	0.25
0.196	0.25
0.197	0.25
0.198	0.26
0.199	0.26
0.2	0.26
0.201	0.26
0.202	0.26
0.203	0.26
0.204	0.26
0.205	0.26
0.206	0.27
0.207	0.27
0.208	0.27
0.209	0.27
0.21	0.27
0.211	0.27
0.212	0.27
0.213	0.28
0.214	0.28
0.215	0.28
0.216	0.28
0.217	0.28
0.218	0.28
0.219	0.28
0.22	0.28
0.221	0.29
0.222	0.29
0.223	0.29
0.224	0.29
0.225	0.29
0.226	0.29
0.227	0.29
0.228	0.29
0.229	0.3
0.23	0.3
0.231	0.3
0.232	0.3
0.233	0.3
0.234	0.3
0.235	0.3
0.236	0.31
0.237	0.31
0.238	0.31
0.239	0.31
0.24	0.31
0.241	0.31
0.242	0.31
0.243	0.31
0.244	0.32
0.245	0.32
0.246	0.32
0.247	0.32
0.248	0.32
0.249	0.32
0.25	0.32
0.251	0.32
0.252	0.33
0.253	0.33
0.254	0.33
0.255	0.33
0.256	0.33
0.257	0.33
0.258	0.33
0.259	0.34
0.26	0.34
0.261	0.34
0.262	0.34
0.263	0.34
0.264	0.34
0.265	0.34
0.266	0.34
0.267	0.35
0.268	0.35
0.269	0.35
0.27	0.35
0.271	0.35
0.272	0.35
0.273	0.35
0.274	0.36
0.275	0.36
0.276	0.36
0.277	0.36
0.278	0.36
0.279	0.36
0.28	0.36
0.281	0.36
0.282	0.37
0.283	0.37
0.284	0.37
0.285	0.37
0.286	0.37
0.287	0.37
0.288	0.37
0.289	0.38
0.29	0.38
0.291	0.38
0.292	0.38
0.293	0.38
0.294	0.38
0.295	0.38
0.296	0.38
0.297	0.39
0.298	0.39
0.299	0.39
0.3	0.39
0.301	0.39
0.302	0.39
0.303	0.39
0.304	0.4
0.305	0.4
0.306	0.4
0.307	0.4
0.308	0.4
0.309	0.4
0.31	0.4
0.311	0.41
0.312	0.41
0.313	0.41
0.314	0.41
0.315	0.41
0.316	0.41
0.317	0.41
0.318	0.41
0.319	0.42
0.32	0.42
0.321	0.42
0.322	0.42
0.323	0.42
0.324	0.42
0.325	0.42
0.326	0.43
0.327	0.43
0.328	0.43
0.329	0.43
0.33	0.43
0.331	0.43
0.332	0.43
0.333	0.44
0.334	0.44
0.335	0.44
0.336	0.44
0.337	0.44
0.338	0.44
0.339	0.44
0.34	0.44
0.341	0.45
0.342	0.45
0.343	0.45
0.344	0.45
0.345	0.45
0.346	0.45
0.347	0.45
0.348	0.46
0.349	0.46
0.35	0.46
0.351	0.46
0.352	0.46
0.353	0.46
0.354	0.46
0.355	0.47
0.356	0.47
0.357	0.47
0.358	0.47
0.359	0.47
0.36	0.47
0.361	0.47
0.362	0.48
0.363	0.48
0.364	0.48
0.365	0.48
0.366	0.48
0.367	0.48
0.368	0.48
0.369	0.49
0.37	0.49
0.371	0.49
0.372	0.49
0.373	0.49
0.374	0.49
0.375	0.49
0.376	0.5
0.377	0.5
0.378	0.5
0.379	0.5
0.38	0.5
0.381	0.5
0.382	0.5
0.383	0.51
0.384	0.51
0.385	0.51
0.386	0.51
0.387	0.51
0.388	0.51
0.389	0.51
0.39	0.52
0.391	0.52
0.392	0.52
0.393	0.52
0.394	0.52
0.395	0.52
0.396	0.52
0.397	0.53
0.398	0.53
0.399	0.53
0.4	0.53
0.401	0.53
0.402	0.53
0.403	0.53
0.404	0.54
0.405	0.54
0.406	0.54
0.407	0.54
0.408	0.54
0.409	0.54
0.41	0.54
0.411	0.55
0.412	0.55
0.413	0.55
0.414	0.55
0.415	0.55
0.416	0.55
0.417	0.55
0.418	0.56
0.419	0.56
0.42	0.56
0.421	0.56
0.422	0.56
0.423	0.56
0.424	0.56
0.425	0.57
0.426	0.57
0.427	0.57
0.428	0.57
0.429	0.57
0.43	0.57
0.431	0.57
0.432	0.58
0.433	0.58
0.434	0.58
0.435	0.58
0.436	0.58
0.437	0.58
0.438	0.58
0.439	0.59
0.44	0.59
0.441	0.59
0.442	0.59
0.443	0.59
0.444	0.59
0.445	0.6
0.446	0.6
0.447	0.6
0.448	0.6
0.449	0.6
0.45	0.6
0.451	0.6
0.452	0.61
0.453	0.61
0.454	0.61
0.455	0.61
0.456	0.61
0.457	0.61
0.458	0.61
0.459	0.62
0.46	0.62
0.461	0.62
0.462	0.62
0.463	0.62
0.464	0.62
0.465	0.63
0.466	0.63
0.467	0.63
0.468	0.63
0.469	0.63
0.47	0.63
0.471	0.63
0.472	0.64
0.473	0.64
0.474	0.64
0.475	0.64
0.476	0.64
0.477	0.64
0.478	0.65
0.479	0.65
0.48	0.65
0.481	0.65
0.482	0.65
0.483	0.65
0.484	0.65
0.485	0.66
0.486	0.66
0.487	0.66
0.488	0.66
0.489	0.66
0.49	0.66
0.491	0.67
0.492	0.67
0.493	0.67
0.494	0.67
0.495	0.67
0.496	0.67
0.497	0.67
0.498	0.68
0.499	0.68
0.5	0.68
0.501	0.68
0.502	0.68
0.503	0.68
0.504	0.69
0.505	0.69
0.506	0.69
0.507	0.69
0.508	0.69
0.509	0.69
0.51	0.7
0.511	0.7
0.512	0.7
0.513	0.7
0.514	0.7
0.515	0.7
0.516	0.7
0.517	0.71
0.518	0.71
0.519	0.71
0.52	0.71
0.521	0.71
0.522	0.71
0.523	0.72
0.524	0.72
0.525	0.72
0.526	0.72
0.527	0.72
0.528	0.72
0.529	0.73
0.53	0.73
0.531	0.73
0.532	0.73
0.533	0.73
0.534	0.73
0.535	0.74
0.536	0.74
0.537	0.74
0.538	0.74
0.539	0.74
0.54	0.74
0.541	0.75
0.542	0.75
0.543	0.75
0.544	0.75
0.545	0.75
0.546	0.75
0.547	0.76
0.548	0.76
0.549	0.76
0.55	0.76
0.551	0.76
0.552	0.76
0.553	0.77
0.554	0.77
0.555	0.77
0.556	0.77
0.557	0.77
0.558	0.77
0.559	0.78
0.56	0.78
0.561	0.78
0.562	0.78
0.563	0.78
0.564	0.78
0.565	0.79
0.566	0.79
0.567	0.79
0.568	0.79
0.569	0.79
0.57	0.79
0.571	0.8
0.572	0.8
0.573	0.8
0.574	0.8
0.575	0.8
0.576	0.8
0.577	0.81
0.578	0.81
0.579	0.81
0.58	0.81
0.581	0.81
0.582	0.81
0.583	0.82
0.584	0.82
0.585	0.82
0.586	0.82
0.587	0.82
0.588	0.83
0.589	0.83
0.59	0.83
0.591	0.83
0.592	0.83
0.593	0.83
0.594	0.84
0.595	0.84
0.596	0.84
0.597	0.84
0.598	0.84
0.599	0.84
0.6	0.85
0.601	0.85
0.602	0.85
0.603	0.85
0.604	0.85
0.605	0.86
0.606	0.86
0.607	0.86
0.608	0.86
0.609	0.86
0.61	0.86
0.611	0.87
0.612	0.87
0.613	0.87
0.614	0.87
0.615	0.87
0.616	0.88
0.617	0.88
0.618	0.88
0.619	0.88
0.62	0.88
0.621	0.88
0.622	0.89
0.623	0.89
0.624	0.89
0.625	0.89
0.626	0.89
0.627	0.9
0.628	0.9
0.629	0.9
0.63	0.9
0.631	0.9
0.632	0.91
0.633	0.91
0.634	0.91
0.635	0.91
0.636	0.91
0.637	0.91
0.638	0.92
0.639	0.92
0.64	0.92
0.641	0.92
0.642	0.92
0.643	0.93
0.644	0.93
0.645	0.93
0.646	0.93
0.647	0.93
0.648	0.94
0.649	0.94
0.65	0.94
0.651	0.94
0.652	0.94
0.653	0.95
0.654	0.95
0.655	0.95
0.656	0.95
0.657	0.95
0.658	0.96
0.659	0.96
0.66	0.96
0.661	0.96
0.662	0.96
0.663	0.97
0.664	0.97
0.665	0.97
0.666	0.97
0.667	0.97
0.668	0.98
0.669	0.98
0.67	0.98
0.671	0.98
0.672	0.98
0.673	0.99
0.674	0.99
0.675	0.99
0.676	0.99
0.677	0.99
0.678	1
0.679	1
0.68	1
0.681	1
0.682	1
0.683	1.01
0.684	1.01
0.685	1.01
0.686	1.01
0.687	1.01
0.688	1.02
0.689	1.02
0.69	1.02
0.691	1.02
0.692	1.02
0.693	1.03
0.694	1.03
0.695	1.03
0.696	1.03
0.697	1.04
0.698	1.04
0.699	1.04
0.7	1.04
0.701	1.04
0.702	1.05
0.703	1.05
0.704	1.05
0.705	1.05
0.706	1.05
0.707	1.06
0.708	1.06
0.709	1.06
0.71	1.06
0.711	1.07
0.712	1.07
0.713	1.07
0.714	1.07
0.715	1.07
0.716	1.08
0.717	1.08
0.718	1.08
0.719	1.08
0.72	1.09
0.721	1.09
0.722	1.09
0.723	1.09
0.724	1.09
0.725	1.1
0.726	1.1
0.727	1.1
0.728	1.1
0.729	1.11
0.73	1.11
0.731	1.11
0.732	1.11
0.733	1.11
0.734	1.12
0.735	1.12
0.736	1.12
0.737	1.12
0.738	1.13
0.739	1.13
0.74	1.13
0.741	1.13
0.742	1.14
0.743	1.14
0.744	1.14
0.745	1.14
0.746	1.15
0.747	1.15
0.748	1.15
0.749	1.15
0.75	1.16
0.751	1.16
0.752	1.16
0.753	1.16
0.754	1.17
0.755	1.17
0.756	1.17
0.757	1.17
0.758	1.18
0.759	1.18
0.76	1.18
0.761	1.18
0.762	1.19
0.763	1.19
0.764	1.19
0.765	1.19
0.766	1.2
0.767	1.2
0.768	1.2
0.769	1.2
0.77	1.21
0.771	1.21
0.772	1.21
0.773	1.21
0.774	1.22
0.775	1.22
0.776	1.22
0.777	1.22
0.778	1.23
0.779	1.23
0.78	1.23
0.781	1.23
0.782	1.24
0.783	1.24
0.784	1.24
0.785	1.24
0.786	1.25
0.787	1.25
0.788	1.25
0.789	1.26
0.79	1.26
0.791	1.26
0.792	1.26
0.793	1.27
0.794	1.27
0.795	1.27
0.796	1.28
0.797	1.28
0.798	1.28
0.799	1.28
0.8	1.29
0.801	1.29
0.802	1.29
0.803	1.3
0.804	1.3
0.805	1.3
0.806	1.3
0.807	1.31
0.808	1.31
0.809	1.31
0.81	1.32
0.811	1.32
0.812	1.32
0.813	1.32
0.814	1.33
0.815	1.33
0.816	1.33
0.817	1.34
0.818	1.34
0.819	1.34
0.82	1.35
0.821	1.35
0.822	1.35
0.823	1.36
0.824	1.36
0.825	1.36
0.826	1.36
0.827	1.37
0.828	1.37
0.829	1.37
0.83	1.38
0.831	1.38
0.832	1.38
0.833	1.39
0.834	1.39
0.835	1.39
0.836	1.4
0.837	1.4
0.838	1.4
0.839	1.41
0.84	1.41
0.841	1.41
0.842	1.42
0.843	1.42
0.844	1.42
0.845	1.43
0.846	1.43
0.847	1.43
0.848	1.44
0.849	1.44
0.85	1.44
0.851	1.45
0.852	1.45
0.853	1.46
0.854	1.46
0.855	1.46
0.856	1.47
0.857	1.47
0.858	1.47
0.859	1.48
0.86	1.48
0.861	1.48
0.862	1.49
0.863	1.49
0.864	1.5
0.865	1.5
0.866	1.5
0.867	1.51
0.868	1.51
0.869	1.52
0.87	1.52
0.871	1.52
0.872	1.53
0.873	1.53
0.874	1.54
0.875	1.54
0.876	1.54
0.877	1.55
0.878	1.55
0.879	1.56
0.88	1.56
0.881	1.56
0.882	1.57
0.883	1.57
0.884	1.58
0.885	1.58
0.886	1.59
0.887	1.59
0.888	1.59
0.889	1.6
0.89	1.6
0.891	1.61
0.892	1.61
0.893	1.62
0.894	1.62
0.895	1.63
0.896	1.63
0.897	1.64
0.898	1.64
0.899	1.65
0.9	1.65
0.901	1.65
0.902	1.66
0.903	1.66
0.904	1.67
0.905	1.67
0.906	1.68
0.907	1.68
0.908	1.69
0.909	1.7
0.91	1.7
0.911	1.71
0.912	1.71
0.913	1.72
0.914	1.72
0.915	1.73
0.916	1.73
0.917	1.74
0.918	1.74
0.919	1.75
0.92	1.76
0.921	1.76
0.922	1.77
0.923	1.77
0.924	1.78
0.925	1.79
0.926	1.79
0.927	1.8
0.928	1.8
0.929	1.81
0.93	1.82
0.931	1.82
0.932	1.83
0.933	1.84
0.934	1.84
0.935	1.85
0.936	1.86
0.937	1.86
0.938	1.87
0.939	1.88
0.94	1.89
0.941	1.89
0.942	1.9
0.943	1.91
0.944	1.92
0.945	1.92
0.946	1.93
0.947	1.94
0.948	1.95
0.949	1.96
0.95	1.96
0.951	1.97
0.952	1.98
0.953	1.99
0.954	2
0.955	2.01
0.956	2.02
0.957	2.03
0.958	2.04
0.959	2.05
0.96	2.06
0.961	2.07
0.962	2.08
0.963	2.09
0.964	2.1
0.965	2.11
0.966	2.13
0.967	2.14
0.968	2.15
0.969	2.16
0.97	2.18
0.971	2.19
0.972	2.2
0.973	2.22
0.974	2.23
0.975	2.25
0.976	2.26
0.977	2.28
0.978	2.3
0.979	2.31
0.98	2.33
0.981	2.35
0.982	2.37
0.983	2.39
0.984	2.41
0.985	2.44
0.986	2.46
0.987	2.49
0.988	2.52
0.989	2.55
0.99	2.58
0.991	2.62
0.992	2.66
0.993	2.7
0.994	2.75
0.995	2.81
0.996	2.88
0.997	2.97
0.998	3.1
0.999	3.3
0.9991	3.33
0.9992	3.36
0.9993	3.39
0.9994	3.44
0.9995	3.49
0.9996	3.55
0.9997	3.62
0.9998	3.72
